extra Auth Time:  2020-11-17T20:10:32.818Z, extra Auth Time:  2020-11-17T20:10:33.316Z, extra Auth Time:  498 ms
2020-11-17T20:14:00.259Z, 2020-11-17T20:14:00.274Z, 15 ms
2020-11-17T20:14:00.275Z, 2020-11-17T20:14:00.291Z, 16 ms
2020-11-17T20:14:00.291Z, 2020-11-17T20:14:00.306Z, 15 ms
2020-11-17T20:14:00.306Z, 2020-11-17T20:14:00.322Z, 16 ms
2020-11-17T20:14:00.322Z, 2020-11-17T20:14:00.338Z, 16 ms
2020-11-17T20:14:00.339Z, 2020-11-17T20:14:00.354Z, 15 ms
2020-11-17T20:14:00.354Z, 2020-11-17T20:14:00.370Z, 16 ms
2020-11-17T20:14:00.370Z, 2020-11-17T20:14:00.385Z, 15 ms
2020-11-17T20:14:00.387Z, 2020-11-17T20:14:00.401Z, 14 ms
2020-11-17T20:14:00.401Z, 2020-11-17T20:14:00.417Z, 16 ms
2020-11-17T20:14:00.417Z, 2020-11-17T20:14:00.432Z, 15 ms
2020-11-17T20:14:00.433Z, 2020-11-17T20:14:00.449Z, 16 ms
2020-11-17T20:14:00.449Z, 2020-11-17T20:14:00.465Z, 16 ms
2020-11-17T20:14:00.465Z, 2020-11-17T20:14:00.479Z, 14 ms
2020-11-17T20:14:00.480Z, 2020-11-17T20:14:00.495Z, 15 ms
2020-11-17T20:14:00.496Z, 2020-11-17T20:14:00.511Z, 15 ms
2020-11-17T20:14:00.511Z, 2020-11-17T20:14:00.526Z, 15 ms
2020-11-17T20:14:00.526Z, 2020-11-17T20:14:00.542Z, 16 ms
2020-11-17T20:14:00.542Z, 2020-11-17T20:14:00.557Z, 15 ms
2020-11-17T20:14:00.558Z, 2020-11-17T20:14:00.572Z, 14 ms
2020-11-17T20:14:00.573Z, 2020-11-17T20:14:00.588Z, 15 ms
